prompts
train 2662
happy birthday
postcode: cb11jg
lets start
please provide
the fitzwilliam
you must
what city
the admission
welcome any
phone: 01954714600
tr1681 leaves
we could
the botanic
please tell
train tr4553
my suggestion
not at
it fills
okay enjoy
tr3810 is
what is
01223240089 cb17sr
"awesome ,"
the tr0071
these three
corpus cristi
"01223248882 ,"
i still
we a
your book
okay glad
tr6110 has
451 newmarket
vue can
sorry but
tr9904 leaves
indeed it
07426688661 is
tr2863 departs
we are
riverside brasseri
tr5669 leaves
your reservations
okay brah
whipple museum
tr6477 will
not on
that hospital
cb23nz is
tr5225 arrives
lets narrow
i'll be
tr6759 leaves
wen do
tr8632 leaves
what criteria
the a
i successful
tr8610 leaves
i apologizethat
9.80 pounds
reservation for
train tr6697
the missing
sue it
the majority
the tr0552
"great ,"
the man
37 pounds
the tr4170
tr6226 will
yep there
it serves
tr2125 leaves
the ride
great street
lets narrow
warkworth terrace
the tr2625
table for
tr5971 departs
46 jesus
unfortunately we
tr2634 can
at the
the tr2863
tr1328 leaves
try riverside
it fills
train tr0146
the tr3544
train tr8903
booking went
the river
the alexander
we love
therea are
the tr5729
darrys cookhouse
your ride
your arrival
your trainid
since you
the plough
im happy
the number
"no ,"
yippee noolde
train tr4840
sure there
kohinoor is
tr3659 arrives
the tr4828
this hotel
tr2616 departs
train tr3390
train tr3154
your only
tr2175 will
the bloomsbury
peking is
tr8730 has
tr4698 leaves
all hotel
tr8730 has
an expensive
so to
tr3934 looks
tr4708 departs
i glad
your hotel
tr8365 leaves
tr4202 is
the free
the is
tr2987 departs
sorry !
"okay ,"
nothing matching
i know
would you
kambar is
no entrance
tr5234 will
i should
what else
tr5124 arrives
the tr6003
tr7012 departs
yes mam
okay- from
where wouold
46 rose
for indian
the autumn
yes how
it certain
train tr1008
it was
both hotel
tr3839 ill
all 6
the tr5089
with a
the tr5106
goodbye and
the tr1581
education is
01223308871 is
the only
interestingly enough
well riverboat
of course
ok to
in that
sorry bout
tr0615 departs
tr7846 will
cb17dy is
no there
tr0469 arrives
i recommend
kitchen and
yes to
well we
tr3177 will
glad you
yes can
train tr2236
01223353110 is
that is
riverside brasseri
trainid tr9020
panahar is
congratulations !
riverboat georgina
byard art
tr1062 arrives
reference number:
tr5348 leaves
it was
i enjoy
08715501010 can
tr7994 arrives
your taxi
your trainid
the cambridge
and on
the general
train tr6989
acorn guest
tr8080 arrives
train tr4626
the reference
trin id
their address
tr3412 leaves
primavera is
tickets on
tr7610 we
please give
okay at
nothing else
train tr5677
nothing was
just for
tr3433 will
very good
tr5677 will
reservations for
the tr4494
alright then
the mumford
the great
ok thanks
i'll check
if they
36 minutes
to help
"hmmmm ,"
zizi cambridge
tr4334 will
tr2715 leaves
maybe i
we offer
some options
"ok ,"
that works
contact the
the post
the williams
01223353248 and
the tr3347
our city
all trips
the varsity
11:45 it
monday just
tr8365 leaves
the cityroomz
tr2854 leaves
the tr4351
train tr2970
tr8464 is
tr9545 arrives
what are
tr7827 leaves
no sorry
"yes ,"
than you
can i
train tr4975
train tr8519
sure are
all four
the tr8510
sitar tandoori
tr6697 departs
the aylesbury
all guesthouses
sorry !
both trains
train tr9533
lad we
train tr4259
tr8080 departs
tr8135 departs
la mimosa
it kingfisher
the cityrooms
tr4212 leaves
the cityrooma
the tr2420
the 3
okay there
panahar looks
a red
tr9904 leaves
sure are
tr7855 will
i located
thanks
tr2762 leaves
an expensive
i also
tr8464 is
01223727410
well christ
street .
yes had
train tr7747
as i
35vbb0lk if
the tr5390
there multiple
why sure
which side
the tr4170
train tr4329
the guesthouses
club salsa
it include
mumford theatre
done and
the north
definite -ly
tr7075 cambridge
train tr3515
"011223464646 ,"
here you
woudl you
holy trinity
any particular
yes eraina
yes we
tr3128 will
tr0189 leaves
tr939 leaves
train tr0945
this trip
the tr1827
tr7727 will
tr5219 leaves
"great ,"
tr1958 leaves
01223356354 .
tr8813 departs
01223337766 .
tr2006 is
tr8913 will
the tr2826
it actual
tr4466 leaves
phone 01223355397
train tr2164
find them
that narrowed
okwhat day
train tr0315
the tr4351
in my
its actual
i can
please find
01223323178 is
the tr3456
tr1502 arrives
just for
clowns cafe
archway house
okay to
train tr5473
sure when
right .
tr7648 will
yes on
first one
the tr9859
"postcode ,"
for vietnamese
aylesbray lodge
is free
booked at
welcome amd
already booked
tr9016 is
"chinese ,"
tr5677 will
considering that
"phone ,"
"why ,"
"parkside ,"
how people
emmanuel colleges
ashley hotel
it depends
bye now
finches address
train tr3844
tr1750 leaves
postal code
the west
will an
the tr3342
byard art
what types
tr5669 is
want me
your passage
the tr0552
perhaps i
hills rd
no thank
sure thingwhat
warkworth house
panahar is
taxi from
the tr2530
camboats is
tr2621 leaves
the tr8272
the guesthouses
your new
okay for
wonderful .
great street
headed to
oh wait
i double
confirmed table
you already
for moderate
you came
the tr7692
the tr3207
excellent choice
there ar
the reservation
booked !
indeed i
01223727410
well there
in order
enjoyed your
great if
01223277977 is
56 saint
so sorry
goodbye too
the whale
tr7727 will
train tr1262
happy birthday
tr8199 will
there a
one in
i'll also
what would
tr 5484
that trip
yes success
01223358966 is
the tr8070
i beg
depending on
departure location
tr3078 departs
need any
tr5344 arrives
train id
if thats
tr1596 leaves
tr7043 departs
well they
no information
no 2
the tr9346
both trains
tr1612 will
la margherita
the tr9025
the exact
ciquito restaurant
your room
tr4082 will
the tr5859
the tr4466
the number
yeah sore
kirkwood house
"ok ,"
tr8300 departs
would love
the varisty
addenbrookes has
bangkok city
nusha 's
the postal
the three
these are
greatyou are
unfortunately their
the tr2974
would like
the tr8070
00872208000 is
great idea
for a
tr2292 departs
reservation is
on the
tr0415 leaves
ok to
absolutely .
the tr3805
the tr2508
7kkkclip is
the ruskin
train tr2547
nusha is
pleasure all
tr1534 leaves
tr0033 is
the tickets
cambridge to
two seats
i ha
the tr3043
located at
that brings
tr5154 leaves
the tr5089
the tr7853
sure where
for a
8.08 pounds
train tr8736
9 of
tr5713 leaves
indeed there
ive boked
entrance fee
no boats
that sounds
then i
yes well
the taj
then train
very good
there s
tr5344 arrives
there at
the tr5703
keep the
goodbye !
the rice
with the
alright i
camboats are
hope you
oh may
tr5154 leaves
train tr9327
your pickup
tr2521 leaves
hakka 's
sidney sussex
the tr5225
before booking
well riverboat
its postal
tr6880 would
gonville is
tr4494 will
all hotel
welcome anytime
the entrance
contact them
here it
tr2365 gets
great !
train tr0678
also the
the tr1180
no thank
the 9:59
tr6572 is
great there
the gourmet
ok williams
tr8126 arrives
cineworld cinema
the primavera
sure no
i beg
train tr5389
for your
it appears
the zip
train tr1791
ok you
i show
education is
royal spice
at the
the alpha-minton
before you
okay the
the tr4288
the cityrooms
the vietnamese
train tr0146
tr5499 leaves
no expensive
tr6833 leaves
the tr8134
feel better
nothing else
8 tickets
and free
train tr2704
train tr0798
i unfortunately
the tr9286
i looked
that trip
tr1843 leaves
that brings
darry 's
booking completed
tr5517 will
not at
train tr4553
with your
that guesthouse
we love
not based
tr4975 matches
there earliest
01223356354 .
your request
tr5908 leaves
my mistake
meghan is
addenbrookes hospital
leaves at
that will
5 trains
the 15:21
i could
before reserving
tr2860 leaves
these trains
you and
both restaurant
i reserved
yes their
ballare nightclub
thier address
congratulations you
that hotel
rosa 's
"hey ,"
tr1193 closely
do have
ok de
please specify
"lol ,"
j restaurant
i m
all right
yes do
please look
riverside brasserie
i managed
you came
what price
tr3111 will
the booking
tr7935 leaves
yes free
train tr8792
the vehicle
two hotel
train tr5413
tr4651 departs
will this
looks like
i looked
now i
to narrow
train tr7468
how 's
i'll recommend
ok alexander
the allenbell
i located
that id
tr9016 is
i looked
"the ""yu"
00872208000 is
train# tr7759
okay sure
they archway
tr0757 leaves
try the
both the
ca i
mumford theatre
you .
ok and
of how
then thanks
tr0467 leaves
which price
what else
we list
tr0315 is
tr5570 will
to which
tr4117 is
with your
hills rd
the 3
from what
tr9202 costs
that i
eraina in
it leave
"cb21en ,"
where and
it would
tr3130 will
12.80 pounds
lovell lodge
this time
10 hometown
tr8935 leaves
we show
i haven't
the park
sure train
so do
all booked
"tr2987 ,"
01223308871 will
the tr1233
assuming you
tr3702 leaves
gdsgfsd fg
a lot
yes .
tr8293 arrives
there 7
the kirkwood
for town
saint john
tr1549 leaves
alright and
that did
no record
train tr9678
tr2478 leaves
the tr6310
since you
tr9493 arrives
i recommend
sure no
sure theres
okay anytime
the following
yes lan
booking successful
i am
tr9082 leaves
the following
welcome amd
you got
that narrowed
you .
yes can
tenpin is
hi .
so you
train tr4283
alright i
well riverboat
tr9420 will
the tr4673
tr6954 departs
let first
unfortunately my
their contact
train tr4931
tr2521 leaves
tr6539 will
yes sure
which part
which station
the name
a red
train tr3154
the tr8903
there sure
an entrance
this museum
still no
"wow ,"
tr7020 departs
cocum serves
yes the
tr5234 will
table for
the panahar
i now
alright how
train tr6725
which type
tr8933 will
there at
tr9016 is
hi this
train tr4447
addensbrookes hospital
train tr2969
tr5694 cambridge
sorry it
your rooms
tr8272 leaves
your confirmation
the tr9714
okay i'll
tr0904 has
i beg
train tr4259
i want
my database
for what
yes !
the kirkwood
try visiting
tr5737 will
and a
please call
the room
"phone ,"
the tr2153
okay how
great and
im getting
the pool
zizzi cambridge
01223315702 and
the tr8272
tr3450 leaves
the j
tr1765 leaves
headed to
i waqs
its called
found a
"indeed ,"
for me
entrance is
it should
taxi from
and you
"correct ,"
provided information
tr8533 will
all four
to be
rice boat
tr6626 leaves
i glad
tr0339 leaves
for when
ok no
7g6oj8g2 is
"ah ,"
i gave
the tr0552
the huntingdon
tr4256 leaves
the huntington
anything else
the salsa
it looks
no matches
train tr9310
tr5194 arrives
tr9775 arrives
okay at
the ruskin
to narrow
best wishes
"hi ,"
tr6516 departs
perhaps we
booking your
tr2631 arrives
the three
trainid tr6745
when it
your travel
in addition
since there
all nightclubs
tr9445 departs
it arrives
yes really
47 minutes
monday just
the tr5003
sorry no
none of
tr7827 leaves
01223337766 .
tr8026 arrives
two do
16:09 17:54
first let
okay when
based off
tr1879 leaves
the tr5767
perhaps we
tr5725 from
their telephone
alrighty .
5 trains
train 0277
this gallery
you've come
i can
the tr7583
i gave
7 tickets
gastroenterology hospital
tr5170 is
india house
both city
tr7397 leaves
yes please
"your ,"
tr8903 leaves
unfortunately my
their fee
of how
what city
01223446100 .
adress is
would it
train tr1163
city stop
tr2987 departs
tr1584 arrives
yes indeed
anything in
ikcbzmlx is
what did
cote 's
the tr8285
tr9900 arrives
the tr3330
"whoops ,"
trains depart
does location
the fee
sure the
any specific
the tr8387
i sure
the broughton
all set-
cityroomz looks
9 of
train 8665
byard art
oh dear
where wouold
alrighty .
peking restaurant
of how
the tr7309
yes cityroomz
"hi ,"
where is
tr0217 departs
tr4967 arrives
train tr6989
that guest
id is
2 stars
which are
what departure
how long
safe travels
for dojo
my pleasure
yes booking
"unfortuntately ,"
tr1681 will
you want
sorry for
train tr0996
absolutely we
14 of
the tr0637
the cafe
pardon me
tr4256 leaves
"address ,"
unfortunately the
that gives
the guesthouses
tang chinese
tr2850 leaves
sure we
tr5170 is
yeson tuesday
ok can
get them
7g6oj8g2 is
tr7864 will
in what
"unfortuntately ,"
the pipasha
tr7786 will
any idea
thanh binh
it was
alright !
contacting the
the name
alexander is
its a
"tr1163 ,"
prezzo 's
if everything
it looks
tr3600 leaves
there sure
what size
tr6488 leaves
the abbey
that number
one more
okay just
tr7020 london
thanks have
as previously
j restaurant
yippee noolde
that bring
lovely guesthouse
a ticket
i would
tr4257 booking
then the
of coursethe
all the
they do
train tr2912
01223477900 .
welcome anytime
tr7040 arrives
tr8290 leaves
i most
oh sure
i just
the williams
yes 5
fine .
tr5949 departs
the tr7075
01223315702 and
all have
nothing was
queens college
01223210353 is
cambridge artworks
tr0471 leaving
the tr7458
tr4887 leaves
tr4334 will
it include
the room
tr5669 leaves
there are
train tr6989
alaways welcome
most colleges
where is
post code
tr2586 arrives
this one
everyone loves
the 5:54
2-3 castle
any other
moderate range
the tr7721
bridge guest
that too
tra tr0922
what was
tr5015 leaves
oh great
what food
tr1031 leaves
prezzo in
i m
the rate
tr8494 leaves
for me
i bookid
almost every
"unfortunatley ,"
the funky
the el
two trains
cambridge lodge
what star
tr8933 will
alrighty then
a red
yes in
the postcode
in expensive
the tr7177
not sure
well how
vue cinema
46 rose
i'll also
glad you
yes 5
eraina in
"phone ,"
alright i
i particularly
your ride
i'll be
nothing matching
the fez
i just
tr7430 leaves
i know
we may
okay and
tr6517 leaves
the church
"fantastic ,"
we thank
where and
got you
nandos address
tr6224 leaves
the museum
whatever it
they did
what kind
okay it
its on
tr3600 leaves
where on
for vietnamese
it was
ok would
i made
good night
the leverton
the trip
well it
the tr0635
tr8913 will
we are
"goodbye ,"
one moment
there two
a total
whipple museum
"both ""the"
the apha-milton
bedouin serves
people 's
tr8017 leaves
unfortunately we
tr5729 arrives
what time
the magdalene
here is
look out
unfortunately their
castle galleries
avalon seems
the travel
i hope
people 's
nandos is
i waqs
there postal
that phone
booking unsuccessful
ruskin gallery
la margherita
just let
the 1st
tr8224 arrives
529 newmarket
your table
i could
that narrowed
ballare is
starting what
"i ,"
the tr3450
all architecture
your seat
unfortunately you
52 mill
the tr8685
da vinci
the tr3246
wagamama is
it lasts
train tr4447
kohinoor 's
which museum
you said
tr3353 leaves
hills road
do have
you already
this has
train tr4329
tr4194 stansted
the tr1162
the tr7285
tr7940 leaves
i bookid
tr4748 arrives
the search
is a
wow that
train tr1465
nice place
i narrowed
let 's
that are
our night
when would
the tr7966
tr1502 arrives
tr9448 leaves
tr8394 arrives
the express
your 3
their main
there does
no matches
try visiting
get back
just for
the tr7195
might i
the tr9926
here you
there an
i hope
happy to
one in
tr7239 departs
then thanks
sorry the
tr1755 is
train tr3390
price for
kohinoor is
what nights
prezzo serves
cafe jello
here you
anatolia 's
starting at
already booked
tr5015 leaves
2uovp3e0 is
no pools
you too
th kymmoy
thanks for
cb23nz is
"not ,"
the tr4447
their entrance
5 place
absolutelydo you
vue cinema
doneyour reference
tr8631 cost
tr9561 departs
if everything
which day
surethat 's
the fitzwilliam
01223247942 .
well what
hk fusion
for when
address is
the model
tr9320 will
goodbye and
the tr4226
tr7024 is
your options
tr9003 will
train 6383
please tell
tr3043 arrives
the tr2166
goodbye to
the galleria
when would
happy i
great are
07720877593 is
would the
7g6oj8g2 is
alaways welcome
can yo
the yipppee
tr5662 will
lock fyne
i tried
tr8202 is
to book
tr0615 departs
the most
train tr0189
a total
"goos-bye ,"
tr7460 leaves
okay a
two selections
the ghandi
which stations
tr2392 arrives
the pool
train tr6110
the lovell
other than
hot pot
it lasts
please provide
how man
like i
train tr8176
train tr4447
any price
oh wait
it actual
tr6488 leaves
what ype
yes postcode
yes midsummer
3.52 pounds
the total
oh well
contact information
train tr4553
tr8932 will
goodbye .
now that
arbury lodge
sorry do
there you
01223353888 is
need any
alright great
allenbell and
ok no
is there
a grey
sure it
tr1469 has
have an
the swimming
tr4748 deperts
would like
the byart
you really
which part
entrance is
not on
tr8080 arrives
both offer
at 20:16
but how
so for
prezzo serves
the avalon
have a
you never
greathave a
maybe old
i heaar
the tr3225
"sorry ,"
we sure
the tr0277
tr5077 leaves
at the
no pools
the tr6003
allenbell is
train tr9969
we got
tr9448 is
the local
for what
graffiti is
train tr9495
contact information
the expensive
"personally ,"
glad that
the car
tr3343 will
01223356354 .
your search
tell me
there appear
is cost
zizzi is
sorry there
is yu
the tr6906
133 trains
parking is
"indeed ,"
tr6880 would
the tr4943
nandos serves
train tr2704
a very
please pick
both trains
tr2621 leaves
what was
the abbey
peking is
the nightclubs
reservation is
tr8585 leaves
train tr9327
the tr3544
alpha milton
tr2694 leaves
the pipasha
the tr5106
african huh
the tr2515
the zizzi
confirmed table
what kind
a majority
in the
your travel
train tr5389
the soul
tr6759 leaves
01223314960 and
phone number
ballare 5
fell free
i cannot
the express
train tr3753
the tr6045
want to
the tr0776
and is
the restaurant
tr0275 departs
tr6880 would
"perfect ,"
this is
definitelywe have
confirmed table
bedouin 100
the earliest
here are
there 6
train tr8846
tr2939 will
is an
always welcome
tr6833 leaves
01223302330 .
tr4387 arrives
the tr0044
08712240240 .
133 trains
give us
"fantastic ,"
"ok ,"
how about
depends on
alright tr2239
tenpin address
it looks
the tr8387
01223356555 is
3435 green
phone number-01223247877
yes sir
arrival at
tr6516 departs
the dojo
yeah sore
chiquito restaurant
tr0862 will
sorry i
"both ""the"
the tr2153
train tr4373
the tr4964
tr8631 cost
how about
alexander is
tr9448 leaves
tr0998 leaves
train tr5154
old schools
yes finches
tr8714 departs
tr1469 has
the museum
peking is
lots !
absolutely you
tr3300 departs
tr4698 leaves
where will
tr6971 departs
i get
alright a
tr3043 arrives
zizzi cambrdige
tr1958 leaves
train tr2874
alright then
finches address
your tickets
with the
tr8126 would
ok perfect
okay when
postcodes are
ok have
the tr4828
leverton house
postcodes are
zizi cambridge
are searching
when you
tr3577 will
alright what
congratulations !
no problemwhere
the tr9276
the ticket
limehouse phone
easiest would
i completed
sorry the
tr2586 arrives
kohinoor 's
tr2621 arrives
unfortunately that
tr3600 leaves
tr7855 will
the tr3412
you've very
324xpfhg .
red toyota
no fee
01223247942 .
11:45 it
train tr0279
the tr5538
on the
another option
you train
the pool
tr1596 leaves
i get
"thank ,"
the tr7458
train tr9611
this trip
for how
unfortunately that
might i
yes little
tr1817 leaves
train tr3922
sure thing
the tr4800
tr4117 is
ok its
the tr7447
tr1339 arrives
taxi booking
my records
your options
a single
5 trains
both the
clare hall
tr0315 arrives
oh you
that guest
i said
acron guest
trainid tr9020
tr2939 would
what station
ok how
tr2138 arrives
trains from
it appears
when could
the cotto
nando 's
train tr1262
please do
surethe travel
train tr2379
that departs
train tr6456
lol .
two results
let me
booked !
what specific
tr8792 is
tr3057 will
the tr3564
the are
with a
i'll recommend
cotto 's
the cityrooma
18.88 pounds
you should
the tr2973
tr4082 will
in expensive
that address
we're always
taxi is
tr3891 leaves
train tr0797
alright your
tr4669 leaves
tr7727 will
welcome all
the aylesbury
the hotspot
ikcbzmlx is
great if
yes actual
train tr4535
tr8199 will
tr7024 is
tr3371 leaves
the tr6715
book another
tr9445 departs
train tr2874
their telephone
unfortunately booking
what nights
sweet !
train tr1549
just want
sure- where
sitar tandoori
yes but
no information
tr7075 cambridge
great hit
your cityroomz
all of
yes chery
and at
tr2939 leaves
tr1681 is
im glad
michael house
46 rose
no thank
tr8017 will
alright great
successfully booked
tr8261 leaves
churchill college
they is
absolutely .
the tr3085
"regretfully ,"
it seems
with so
well 4
tr8080 arrives
surethe travel
tr8882 departs
tr6334 is
tr6998 will
meghna is
is price
tr8365 leaves
ok for
a reservation
a guesthouse
hmmm .
many trains
bye bye
south would
before you
booking completed
tr9376 leaves
bye bye
my pleasure
you want
the panahar
the belfry
tr1828 will
i cannot
tr7578 will
yes can
a booking
the tr5831
peking restaurant
my earliest
i find
i prefer
tr2974 will
"then ,"
the tandoori
where is
train is
check out
be careful
the thanh
travellers rest
id recommend
any more
good news
"surprisingly ,"
you might
so do
01223323178 is
what can
when and
i only
addebrookes hospital
the tr5703
your cab
allenbell matches
01223576412 is
was that
train tr0798
okay !
the tr7309
for 14:00
tr4859 is
im glad
please reach
train tr7879
train tr1800
tr2006 is
alright we
little seoul
nandos city
parking and
midsummer house
warkworth house
then may
okay anytime
tr7747 leaves
nusha can
yes what
"glad ,"
very well
admission to
the tr2759
train tr5054
surethe travel
okwhat time
slight typo
rice house
nothing matches
any price
byard art
sure u
kymmoy offers
tr8842 arrives
what are
my all
no none
please give
thier phone
tr3197 leaves
the tr0672
that leaves
avalon seems
your taxi
the nirala
our reservation
tr1590 leaves
most of
the emmanuel
train tr0440
the fees
i happen
three restaurant
try visiting
greathave a
cb23nz is
tr7460 leaves
train tr5154
the plough
the postcode
ok then
that ride
tr3659 arrives
i always
alexander b&b
4ssokt22 is
tr4638 leaves
tr5089 arrives
the tr1709
tr1879 leaves
if a
black bmw
sorry do
just to
train tr2958
the galleria
the tr2232
the parkside
"also ,"
tr8632 leaves
be free
tr1159 will
the nandos
booked for
maybe old
okay sounds
the tr1233
it include
everyone loves
royal standard
the tr2530
and when
get them
01223240089 cb17sr
want me
yes expect
11:45 it
train# tr7548
the jinling
tr3339 is
the tr9547
most of
tr8913 will
tr8306 leaves
train tr0315
train is
tr0217 departs
which restuarant
trinity college
which side
tr4638 leaves
what food
the tr2141
the archway
tr7178 departs
train tr5484
bedouin on
tr0721 departs
please book
when you
train tr2061
name is
there 6
carolina bed
hot pot
tr8017 will
glad i
street .
the pnone
five trains
i take
the tr2826
would cambridge
both guesthouses
the tr8285
i tr0212
to brighten
your tickets
yes many
"parkside ,"
yes what
tr7855 will
telephone number
both restaurant
tr0339 leaves
upon booking
the avolon
can we
cambridge does
sorry .
michaelhouse cafe
cambridge and
tr2083 leaves
try the
01223356555 is
all srt
ok its
the acorn
it fits
that information
after checking
01223362525 .
the tr9084
the pnone
the cocum
train tr2775
no you
wonderful .
for moderate
the tr9942
what do
not on
the tr3173
i hve
the curry
duration for
the tr9905
unfortunately with
please wait
reservation made
tr8585 leaves
ok what
allenbell matches
i checked
the fitzwilliam
tr5729 arrives
for sureit
the meze
so glad
soul tree
efes is
alright we
golden house
yippee noolde
tr4288 arrives
tr1534 leaves
the tr2292
tr4187 is
the tr4466
sitar tandoori
the tr1596
tr8935 leaves
the little
for 60.08
kohinoor 's
okay i'll
tickets are
we may
in case
gdsgfsd fg
tr5343 leaves
no records
tr8199 will
tr6742 leaves
booking confirmed
tr8431 leaving
the tr1854
the taxi
grey skoda
you should
your reservation
finches has
tr2631 arrives
well the
train tr2379
perfect .
you did
train tr6662
entrance is
please give
tr1193 closely
sure !
hughes hall--postcode
we offer
tr3177 will
they just
unfortunately there
tr9082 leaves
tr125 leaves
your reference
i appreciate
trains run
the tr1162
okay i'll
01223576412 is
we have
08715501010 can
absolutely i
for expensive
ciquito restaurant
thank you
tr6110 has
yes sir
tr2616 departs
to narrow
how many
yes and
alright do
el shaddai
tr3211 leaves
cote is
the tr8078
then you
a train
none of
tr3450 leaves
tr6833 is
okay thank
it had
tr7178 departs
tr5212 departs
just to
the tr7583
the tr6003
sorry bout
it actual
324xpfhg .
eight people
the whale
total -ly
several good
but of
congrats you
what departure
first train
i reserved
01223336540 it
all done
tr1755 is
the following
which train
the table
thanks and
you can
what type
surethe lucky
provided information
tr5669 is
tr9876 leaves
there seems
9.80 pounds
tr2941 arrives
the tr0044
greati have
the tr0637
and would
the tr7843
tr6834 departs
little saint
the tr1156
you room
successfully booked
tr4216 leaves
just about
with a
ok alexander
sure !
ok did
tr5219 is
"correct ,"
train tr5688
cityroomz looks
train tr8519
tr6334 is
finches address
all three
12.80 pounds
tr9561 departs
the police
"several ,"
tr0680 will
37 pounds
the tr1596
is that
your new
oh yes
sorry .
train tr7808
wonderful .
then booking
ballare 's
sweet !
the free
want to
the star
tr7931 departing
alright do
nusha and
the tr6003
please give
the kirkwood
the option
no worries
for when
vue cinema
i'll recommend
no hotel
trainid tr6745
city cenrtree
tr4202 will
telephone :
all saints
tr0035 arrives
the tr2141
tr7329 leaves
try dojo
"tr2987 ,"
unable to
"terrific ,"
i enjoy
okay just
cb23nz is
what tie
would day
"absolutely ,"
okay sounds
it leaves
the tr4943
duration for
not on
huntington marriot
nandos city
easiest would
the tr420
train tr3447
tr5570 will
not in
sure thing
tr1339 is
that narrows
okay let
london liverpool
vue cinema
tr3052 will
there 7
then cityroomz
17:15 was
tr2939 leaves
the tr4076
yes its
the addenbrookes
tr3130 leaves
that one
huntington marriot
thanks a
the trip
their travel
lan hong
train tr1120
did you
tr9620 leaves
so just
tr1549 leaves
great day
that went
the pleasure
which food
booking system
okay a
tr8207 arrives
definitelywe have
tr2016 leaves
train tr6456
what an
tr4887 leaves
efes serves
tr7846 will
this restaurant
yes almost
postcode cb23pg
the cafe
your hotel
sorry we
the tr9025
try gonville
vkjgwfnr is
the tr2153
train tr6662
curry price
happy birthday
i apologizethat
there does
we only
the tr1499
the tr1342
bedouin is
eraina serves
yup there
cambridge contemporary
the tr5570
my last
yup there
have 2
tr1731 will
152154 hills
fourteen good
sure your
in which
not an
tr8631 cost
it serves
saint johns
i love
the grafton
i successful
neither price
nandos city
the tenpin
that shouldn't
you have
the tr5729
tr5344 arrives
oh good
outstanding .
2 stars
we haven't
in what
will it
good bye
i'll check
tr2175 will
i sure
the junction
absolutely your
then the
tr6723 leaves
it leaves
where is
hmmm .
their post
yes actual
indeed i
curry prince
okay please
you room
rajmahal is
the tr2420
ok can
the tr3347
what size
9.80 pounds
cambridge and
gladly .
tr0397 will
the tr9905
train tr8585
nandos city
all the
a train
goodbye !
acorn guest
tr3197 leaves
tr8300 departs
tr1681 is
my personal
"correct ,"
the clowns
tr5511 leaves
welcome again
our records
tr7733 is
train tr8846
since there
i'll book
the bridge
ok we
tr7094 leaves
hakka is
and on
they offer
tr3283 leaves
hills rd
the tr
acorn guest
lensfield is
train tr5154
located at
tr4765 will
kindly be
as it
that can
my records
funky fun
tr2025 leaves
i pulled
there appear
you and
tr1238 leaves
your travel
the tr2000
too many
ask is
the 9:59
this time
train tr1120
there 35
train tr1800
tr8365 leaves
total travel
eraina is
tr7397 leaves
tr7423 leaves
thanks i
cambridge book
tr6224 would
yes train
my system
alright .
tr5694 leaves
great what
i made
panahar looks
the the
they sure
okay it
take your
please contact
train tr3138
"regretfully ,"
booked your
the tr3677
tr4180 leaves
this particular
the earlest
tr3810 would
as far
on monday
yes this
the tr9933
the huntington
tr5694 leaves
tr3566 is
tr7802leaves 09.40
but how
your options
address for
then the
"excellent ,"
it serves
the tr0277
its ok
what dad
what specific
yeah sure
the 5
shall i
please let
okay when
"tr1163 ,"
i absolutely
happy birthday
tr8636 will
i could
adress is
train tr2987
train 2662
which type
your table
tr2045 leaves
okay let
the tr1499
tr5225 arrives
the general
"tr6583 ,"
education is
train tr2061
your stay
"perfect ,"
there seems
you selected
the tr0927
for what
its postcode
tr5146 will
tr5465 arrives
here it
gastroenterology hospital
the tr0684
tr0277 two
everything is
its on
what an
ok no
tr4975 will
no sir
01223241387 is
the trains
the taxi
the a&b
the tr5015
train tr5677
tr9525 leaves
the cafe
there earliest
tr5729 arrives
train tr7808
with all
yep there
the main
there a
youre welcome
that hotel
train tr3753
well thank
all 2
graffiti is
sure there
the pool
thanh binh
tr0904 has
the tr2530
probably the
yes your
the cops
and when
17 place
the the
tr2257 will
tr1709 leaves
eraina in
train tr2257
finches is
the tr7824
tr6742 leaves
for the
jinling noodle
tr9376 leaves
sorry but
tr0053 leaves
and free
there was
to narrow
01223210353 is
gladly .
you very
address :
"chinese ,"
does architecture
tr9016 is
tr0788 arrives
the tr3564
fitzbillies is
13:00 can
the loch
is an
"um ,"
ok done
i tried
reservation reserved
people 's
if i
okay then
the telephone
lovely .
primavera is
the magdalene
hakka is
which one
they do
tr7372 leaves
you bet
done !
"unfortuntately ,"
alright when
tenpin address
that phone
address is
the tr8078
the local
the latest
that we
tr1791 leaves
free to
yesm there
meghna 's
the train
we're always
great to
reservations for
train tr2863
nice talking
the exact
midsummer house
the tr4447
tr4202 will
a red
in british
vue can
for just
the tr8078
london liverpool
their general
oops .
royal spice
the tr6009
tr6958 leaves
nice talking
the tr3207
with those
the la
among the
the prompt
thanks i
all architecture
the hobsons
would day
the tr4673
train tr8736
train tr0279
we currently
the slug
you must
ok addenbrookes
train tr6524
the tr8089
01223464646 is
great tr
i highly
the tr5003
the tr6045
stazione restaurant
tr1854 arrives
bride guest
the tr3412
yes really
tr3128 will
where in
3.52 pounds
please modifiy
where on
tr9859 cost
unfortunately bookings
the royal
try some
sure tr7759
trianid tr1465
panahar looks
alrighty then
hakka has
this time
tr0254 arrives
tr5358 leaves
the tr2515
train tr1691
both choices
